L|L|202102|LRMR|12|22|1|500|300|200|0|200|0|0|0|0|0.0|-0.81|0|0.0|0.0022|200|0.0022|0|0.0|0.0
L|L|202102|LUXAU|12|21|4|1200|300|900|0|800|0|0|0|0|0.088|0.156|0|0.0|68727.6387|800|0.5136|100|-0.088|68727.125
L|L|202102|LUXAU|12|22|1|600|550|50|0|50|0|0|0|0|0.0|0.16|0|0.0|4.3761|50|4.3761|0|0.0|0.0
L|L|202102|LUXAU|12|23|1|3500|3400|100|0|100|0|0|0|0|0.0|-0.67|0|0.0|0.0002|100|0.0002|0|0.0|0.0
L|L|202102|MBB|12|21|3|300|0|300|0|200|0|0|0|0|-0.15|-0.29|0|0.0|201310.6608|200|0.0094|100|0.15|201310.6514
L|L|202102|MELI|12|21|7|800|388|412|0|412|0|0|0|0|0.0|-0.7614|0|0.0|0.8635|412|0.8635|0|0.0|0.0
L|L|202102|MKL|12|21|10|2400|2141|259|0|259|0|0|0|0|0.0|0.256|0|0.0|0.0049|259|0.0049|0|0.0|0.0
L|L|202102|MKL|12|22|29|24100|23462|638|0|614|22|0|0|0|-0.3052|0.0107|0|0.0|64.2107|636|1.0838|2|0.3052|63.1269
L|L|202102|MKL|12|23|3|7100|6989|111|0|110|0|0|0|1|0.0|0.47|0|0.0|103.3157|111|103.3157|0|0.0|0.0
L|L|202102|MLAB|12|21|1|100|26|74|0|74|0|0|0|0|0.0|-2.19|0|0.0|0.0429|74|0.0429|0|0.0|0.0
L|L|202102|MSTR|12|21|6|600|108|492|0|492|0|0|0|0|0.0|-2.965|0|0.0|0.1031|492|0.1031|0|0.0|0.0
L|L|202102|MTD|12|21|1|100|88|12|0|12|0|0|0|0|0.02|-9.48|0|0.0|0.0001|0|0.0|12|-0.02|0.0001
L|L|202102|MVBF|12|21|1|100|0|100|0|0|0|100|0|0|0.0|-0.27|0|0.0|53.4473|100|53.4473|0|0.0|0.0
L|L|202102|MVBF|12|22|3|2400|1468|932|0|632|0|0|0|0|-0.5033|-0.61|0|0.0|81242.2684|632|0.7118|300|0.5033|81241.5566
L|L|202102|MYFW|12|21|1|800|270|530|0|430|0|0|0|0|0.385|0.49|0|0.0|822473.4795|430|1.0201|100|-0.385|822472.4594
L|L|202102|NC|12|21|1|100|0|100|0|100|0|0|0|0|0.0|-0.29|0|0.0|0.0607|100|0.0607|0|0.0|0.0
L|L|202102|NEU|12|21|7|900|773|127|0|107|6|4|8|2|0.6743|0.76|0|0.0|74.0307|125|20.8891|2|-0.6743|53.1416
L|L|202102|NIO|12|21|1|200|-100|300|0|300|0|0|0|0|0.0|-0.01|0|0.0|0.0012|300|0.0012|0|0.0|0.0
L|L|202102|NVR|12|21|2|500|480|20|0|0|0|10|0|0|-34.545|-97.57|10|-3.4545|164990.5778|10|22.9107|10|34.545|164967.6671
L|L|202102|NVR|12|22|1|900|895|5|0|5|0|0|0|0|0.0|-35.0|0|0.0|0.0002|5|0.0002|0|0.0|0.0
